VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
1018,2004,AUDI,A6 AVANT,2004 Audi A6Avant 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1149_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,35,4,1,2004/AUDI/A6 AVANT/2004 Audi A6Avant 4-DR. w_SAB.png
1019,2004,AUDI,A8L,2004 Audi A8 4-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,20,1,0,2004/AUDI/A8L/2004 Audi A8 4-DR. w_SAB.png
1020,2004,AUDI,ALLROAD,2004 Audi Allroad w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,15,3,1,2004/AUDI/ALLROAD/2004 Audi Allroad w_SAB.png
1021,2004,AUDI,S4,2004 Audi S4 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2941_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,5,4,Not Rated,Not Rated,Not Rated,4,Not Rated,0.107,0,No Tip,Not Rated,Standard,No,No,29,1,0,2004/AUDI/S4/2004 Audi S4 4-DR. w_SAB.png
1022,2004,AUDI,S4 AVANT,2004 Audi S4 Avant 4-DR. w/SAB,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,29,1,0,2004/AUDI/S4 AVANT/2004 Audi S4 Avant 4-DR. w_SAB.png
1023,2004,AUDI,TT,2004 Audi TT Coupe 2-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2128_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,25,2,0,2004/AUDI/TT/2004 Audi TT Coupe 2-DR. w_SAB.png
1024,2004,AUDI,TT,2004 Audi TT 2-DR. Convertible w/SAB,https://static.nhtsa.gov/images/vehicles/2128_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,0,0.09, ,Not Rated,Standard,No,No,25,2,0,2004/AUDI/TT/2004 Audi TT 2-DR. Convertible w_SAB.png
1025,2004,BENTLEY,ARNAGE R,2004 Bentley Arnage R 4-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,0,2,0,2004/BENTLEY/ARNAGE R/2004 Bentley Arnage R 4-DR. w_SAB.png
1026,2004,BENTLEY,ARNAGE RL,2004 Bentley Arnage RL 4-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,0,2,0,2004/BENTLEY/ARNAGE RL/2004 Bentley Arnage RL 4-DR. w_SAB.png
1027,2004,BENTLEY,ARNAGE T,2004 Bentley Arnage T 4-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,0,2,0,2004/BENTLEY/ARNAGE T/2004 Bentley Arnage T 4-DR. w_SAB.png
1028,2004,BENTLEY,CONTINENTAL T,2004 Bentley Continental T 2-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2534_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,0,3,0,2004/BENTLEY/CONTINENTAL T/2004 Bentley Continental T 2-DR. w_SAB.png
1029,2004,BMW,3 SERIES,2004 BMW 3 Series 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2225_st0640_046.jpg,Not Rated,Not Rated,4,5,Not Rated,3,5,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.109, ,Not Rated,Standard,No,No,553,6,6,2004/BMW/3 SERIES/2004 BMW 3 Series 4-DR. w_SAB.png
1030,2004,BMW,5 SERIES,2004 BMW 5 Series 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2837_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,318,8,1,2004/BMW/5 SERIES/2004 BMW 5 Series 4-DR. w_SAB.png
1034,2004,BMW,6 SERIES,2004 BMW 6 Series 2-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2183_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,14,5,0,2004/BMW/6 SERIES/2004 BMW 6 Series 2-DR. w_SAB.png
1031,2004,BMW,7 SERIES,2004 BMW 7 Series w/SAB,https://static.nhtsa.gov/images/vehicles/1770_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,91,4,3,2004/BMW/7 SERIES/2004 BMW 7 Series w_SAB.png
1032,2004,BMW,M3 CONVERTIBLE,2004 BMW M3 Convertible w/SAB,https://static.nhtsa.gov/images/vehicles/1696_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,111,4,5,2004/BMW/M3 CONVERTIBLE/2004 BMW M3 Convertible w_SAB.png
1033,2004,BMW,M3 COUPE,2004 BMW M3 Coupe w/SAB,https://static.nhtsa.gov/images/vehicles/1782_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,111,4,5,2004/BMW/M3 COUPE/2004 BMW M3 Coupe w_SAB.png
1037,2004,BMW,X3,2004 BMW X3  4-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,219,2,4,2004/BMW/X3/2004 BMW X3  4-DR. w_SAB.png
1035,2004,BMW,X5,2004 BMW X5  4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1736_st0640_046.jpg,Not Rated,Not Rated,5,5,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,126,11,1,2004/BMW/X5/2004 BMW X5  4-DR. w_SAB.png
1036,2004,BMW,Z4,2004 BMW Z4 Convertible w/SAB,https://static.nhtsa.gov/images/vehicles/1519_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,0,0.082, ,Not Rated,Standard,No,No,408,1,2,2004/BMW/Z4/2004 BMW Z4 Convertible w_SAB.png
1038,2004,BUICK,CENTURY,2004 Buick Century 4-DR.,https://static.nhtsa.gov/images/vehicles/2068_st0640_046.jpg,Not Rated,Not Rated,4,3,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.109, ,Not Rated,No,No,No,39,2,0,2004/BUICK/CENTURY/2004 Buick Century 4-DR..png
1039,2004,BUICK,CENTURY,2004 Buick Century 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2068_st0640_046.jpg,Not Rated,Not Rated,4,3,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.109, ,Not Rated,No,No,No,39,2,0,2004/BUICK/CENTURY/2004 Buick Century 4-DR. w_SAB.png
1040,2004,BUICK,LESABRE,2004 Buick LeSabre 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2067_st0640_046.jpg,Not Rated,Not Rated,4,5,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,5,0,0.101, ,Not Rated,Optional,No,No,162,0,0,2004/BUICK/LESABRE/2004 Buick LeSabre 4-DR. w_SAB.png
1041,2004,BUICK,PARK AVENUE,2004 Buick Park Avenue 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2101_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.105, ,Not Rated,Optional,No,No,12,0,0,2004/BUICK/PARK AVENUE/2004 Buick Park Avenue 4-DR. w_SAB.png
1131,2004,BUICK,RAINIER,2004 Buick Rainier 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1812_st0640_046.jpg,Not Rated,Not Rated,3,3,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,3,0.191,0.204,No Tip,Not Rated,No,No,No,158,2,3,2004/BUICK/RAINIER/2004 Buick Rainier 4-DR. w_SAB.png
1132,2004,BUICK,RAINIER,2004 Buick Rainier 4-DR.,https://static.nhtsa.gov/images/vehicles/1812_st0640_046.jpg,Not Rated,Not Rated,3,3,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,3,0.191,0.204,No Tip,Not Rated,No,No,No,158,2,3,2004/BUICK/RAINIER/2004 Buick Rainier 4-DR..png
1042,2004,BUICK,REGAL,2004 Buick Regal 4-DR w/SAB,https://static.nhtsa.gov/images/vehicles/1838_st0640_046.jpg,Not Rated,Not Rated,4,3,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.109, ,Not Rated,No,No,No,66,4,0,2004/BUICK/REGAL/2004 Buick Regal 4-DR w_SAB.png
1043,2004,BUICK,REGAL,2004 Buick Regal 4-DR,https://static.nhtsa.gov/images/vehicles/1838_st0640_046.jpg,Not Rated,Not Rated,4,3,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.109, ,Not Rated,No,No,No,66,4,0,2004/BUICK/REGAL/2004 Buick Regal 4-DR.png
1044,2004,BUICK,RENDEZVOUS,2004 Buick Rendezvous 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2276_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,199,5,3,2004/BUICK/RENDEZVOUS/2004 Buick Rendezvous 4-DR. w_SAB.png
1045,2004,CADILLAC,CTS,2004 Cadillac CTS 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1119_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.111, ,Not Rated,Optional,No,No,229,7,2,2004/CADILLAC/CTS/2004 Cadillac CTS 4-DR. w_SAB.png
1328,2004,CADILLAC,DEVILLE,2004 Cadillac DeVille 4DR.w/SAB,https://static.nhtsa.gov/images/vehicles/2122_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,5,0,0.095, ,Not Rated,Optional,No,No,173,1,0,2004/CADILLAC/DEVILLE/2004 Cadillac DeVille 4DR.w_SAB.png
1046,2004,CADILLAC,ESCALADE,2004 Cadillac Escalade 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2536_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,102,5,0,2004/CADILLAC/ESCALADE/2004 Cadillac Escalade 4-DR. w_SAB.png
1048,2004,CADILLAC,ESCALADE ESV,2004 Cadillac Escalade ESV 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2536_st0640_046.jpg,Not Rated,Not Rated,4,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,90,4,0,2004/CADILLAC/ESCALADE ESV/2004 Cadillac Escalade ESV 4-DR. w_SAB.png
1047,2004,CADILLAC,ESCALADE EXT,2004 Cadillac Escalade EXT 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/0779_st0640_046.jpg,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,80,5,0,2004/CADILLAC/ESCALADE EXT/2004 Cadillac Escalade EXT 4-DR. w_SAB.png
1049,2004,CADILLAC,SEVILLE,2004 Cadillac Seville 4-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,17,0,0,2004/CADILLAC/SEVILLE/2004 Cadillac Seville 4-DR. w_SAB.png
1050,2004,CADILLAC,SRX,2004 Cadillac SRX 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1813_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,217,7,2,2004/CADILLAC/SRX/2004 Cadillac SRX 4-DR. w_SAB.png
1051,2004,CADILLAC,XLR,2004 Cadillac XLR Convertible 2-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,33,5,1,2004/CADILLAC/XLR/2004 Cadillac XLR Convertible 2-DR. w_SAB.png
1052,2004,CHEVROLET,ASTRO,2004 Chevrolet Astro,https://static.nhtsa.gov/images/vehicles/2189_st0640_046.jpg,Not Rated,Not Rated,3,4,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,14,2,0,2004/CHEVROLET/ASTRO/2004 Chevrolet Astro.png
1053,2004,CHEVROLET,AVALANCHE,2004 Chevrolet Avalanche 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/2291_st0640_046.jpg,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,318,7,1,2004/CHEVROLET/AVALANCHE/2004 Chevrolet Avalanche 4-DR. w_SAB.png
1054,2004,CHEVROLET,AVEO,2004 Chevrolet Aveo 4-DR.,https://static.nhtsa.gov/images/vehicles/2096_st0640_046.jpg,Not Rated,Not Rated,5,5,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.133, ,Not Rated,No,No,No,206,2,2,2004/CHEVROLET/AVEO/2004 Chevrolet Aveo 4-DR..png
1061,2004,CHEVROLET,AVEO,2004 Chevrolet Aveo 5-DR. Hatchback,https://static.nhtsa.gov/images/vehicles/2096_st0640_046.jpg,Not Rated,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,206,2,2,2004/CHEVROLET/AVEO/2004 Chevrolet Aveo 5-DR. Hatchback.png
1055,2004,CHEVROLET,BLAZER,2004 Chevrolet Blazer 2-DR.,https://static.nhtsa.gov/images/vehicles/2282_st0640_046.jpg,Not Rated,Not Rated,3,4,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,50,1,0,2004/CHEVROLET/BLAZER/2004 Chevrolet Blazer 2-DR..png
1056,2004,CHEVROLET,BLAZER,2004 Chevrolet Blazer 4-DR.,https://static.nhtsa.gov/images/vehicles/2134_st0640_046.jpg,Not Rated,Not Rated,3,4,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,50,1,0,2004/CHEVROLET/BLAZER/2004 Chevrolet Blazer 4-DR..png
1057,2004,CHEVROLET,CAVALIER,2004 Chevrolet Cavalier 2-DR.,https://static.nhtsa.gov/images/vehicles/2108_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,1,2,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.113, ,Not Rated,No,No,No,330,2,0,2004/CHEVROLET/CAVALIER/2004 Chevrolet Cavalier 2-DR..png
1058,2004,CHEVROLET,CAVALIER,2004 Chevrolet Cavalier 4-DR.,https://static.nhtsa.gov/images/vehicles/2112_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,1,3,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.124, ,Not Rated,No,No,No,330,2,0,2004/CHEVROLET/CAVALIER/2004 Chevrolet Cavalier 4-DR..png
1001,2004,CHEVROLET,CLASSIC,2004 Chevrolet Classic 4-DR.,,Not Rated,Not Rated,4,4,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.111, ,Not Rated,No,No,No,40,1,0,2004/CHEVROLET/CLASSIC/2004 Chevrolet Classic 4-DR..png
1059,2004,CHEVROLET,COLORADO,2004 Chevrolet Colorado 4-DR.,https://static.nhtsa.gov/images/vehicles/1857_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,360,3,2,2004/CHEVROLET/COLORADO/2004 Chevrolet Colorado 4-DR..png
1062,2004,CHEVROLET,CORVETTE,2004 Chevrolet Corvette 2-DR.,https://static.nhtsa.gov/images/vehicles/2141_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,217,4,2,2004/CHEVROLET/CORVETTE/2004 Chevrolet Corvette 2-DR..png
1063,2004,CHEVROLET,EXPRESS,2004 Chevrolet Express Van,https://static.nhtsa.gov/images/vehicles/2196_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,57,10,1,2004/CHEVROLET/EXPRESS/2004 Chevrolet Express Van.png
1980,2004,CHEVROLET,EXPRESS 3500 15 PASSENGER,2004 Chevrolet Express Van 3500 15 Passenger Van,https://static.nhtsa.gov/images/vehicles/2196_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,0,0.279, ,Not Rated,Standard,No,No,37,7,1,2004/CHEVROLET/EXPRESS 3500 15 PASSENGER/2004 Chevrolet Express Van 3500 15 Passenger Van.png
1064,2004,CHEVROLET,IMPALA,2004 Chevrolet Impala 4-DR,https://static.nhtsa.gov/images/vehicles/1528_st0640_046.jpg,Not Rated,Not Rated,5,5,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.121, ,Not Rated,No,No,No,1069,7,0,2004/CHEVROLET/IMPALA/2004 Chevrolet Impala 4-DR.png
1065,2004,CHEVROLET,IMPALA,2004 Chevrolet Impala 4-DR w/SAB,https://static.nhtsa.gov/images/vehicles/1528_st0640_046.jpg,Not Rated,Not Rated,5,5,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.121, ,Not Rated,No,No,No,1069,7,0,2004/CHEVROLET/IMPALA/2004 Chevrolet Impala 4-DR w_SAB.png
1066,2004,CHEVROLET,MALIBU,2004 Chevrolet Malibu 4-DR.,https://static.nhtsa.gov/images/vehicles/1854_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.111, ,Not Rated,No,No,No,1696,10,4,2004/CHEVROLET/MALIBU/2004 Chevrolet Malibu 4-DR..png
1067,2004,CHEVROLET,MONTE CARLO,2004 Chevrolet Monte Carlo 2-DR.,https://static.nhtsa.gov/images/vehicles/1863_st0640_046.jpg,Not Rated,Not Rated,5,5,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0.107, ,Not Rated,No,No,No,229,7,0,2004/CHEVROLET/MONTE CARLO/2004 Chevrolet Monte Carlo 2-DR..png
1068,2004,CHEVROLET,SILVERADO,2004 Chevrolet Silverado Extended Cab,https://static.nhtsa.gov/images/vehicles/1390_st0640_046.jpg,Not Rated,Not Rated,4,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,4,0.185,0.159,No Tip,Not Rated,No,No,No,1846,17,1,2004/CHEVROLET/SILVERADO/2004 Chevrolet Silverado Extended Cab.png
1069,2004,CHEVROLET,SILVERADO,2004 Chevrolet Silverado 4-DR,https://static.nhtsa.gov/images/vehicles/2059_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,4,0.185,0.159,No Tip,Not Rated,No,No,No,1846,17,1,2004/CHEVROLET/SILVERADO/2004 Chevrolet Silverado 4-DR.png
1070,2004,CHEVROLET,SILVERADO,2004 Chevrolet Silverado Regular Cab,https://static.nhtsa.gov/images/vehicles/2059_st0640_046.jpg,Not Rated,Not Rated,4,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,4,0.185,0.159,No Tip,Not Rated,No,No,No,1846,17,1,2004/CHEVROLET/SILVERADO/2004 Chevrolet Silverado Regular Cab.png
1071,2004,CHEVROLET,SSR,2004 Chevrolet SSR 2-DR. Pickup w/SAB,https://static.nhtsa.gov/images/vehicles/1855_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,28,0,1,2004/CHEVROLET/SSR/2004 Chevrolet SSR 2-DR. Pickup w_SAB.png
