ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
10053412,"General Motors, LLC",0,0,0,0,,12/31/2003,1G4AZ57Y0CE,SUSPENSION,"THE CONSUMER HAD AN ENORMOUS AMOUNT OF WORK DONE ON THE FRONT END OF THE VEHICLE, THE MECHANIC STILL WASN'T ABLE TO DEFINE THE PROBLEM. *LA   THE CONSUMER HAD ANOTHER MECHANIC LOOK AT THE VEHICLE AND HE DETERMINED THAT THE TORSION BAR WOULD NOT WORK AS IT WAS INTENDED TO BECAUSE OF THE EXCESSIVE WEAR AND TEAR ON THE FRONT END COMPONENTS. CONSUMER FEELS THAT GM NEEDS TO CHECK THE CARS FOR INSULATION.  THE VEHICLE IS NOW REPAIRED. *CB  *JB",BUICK,RIVIERA
501000,"General Motors, LLC",0,0,0,0,01/10/1996,01/27/1996,1G4AB69R8CT,"SERVICE BRAKES, HYDRAULIC",BRAKE CALIPERS LOCKED UP. *SD,BUICK,SKYLARK
521475,"General Motors, LLC",0,0,4,1,,08/26/1997,,SEAT BELTS,"THE SEAT BELTS DID NOT WORK WHILE ACCIDENT OCCURRED, FOUR PEOPLE INJURED AND ONE DEATH DUE TO SEAT BELT FAILURE.",BUICK,SKYLARK
708241,"General Motors, LLC",0,0,0,0,,07/05/1999,1C4AC69RXCV,"FUEL SYSTEM, GASOLINE",ENGINE STALLS WHEN CORNERING OR WAITING AT INTERSECTIONS WITH STOP LIGHTS WHENEVER AMBIENT AIR TEMPERATURES EXCEED 85 DEGREES F*.  MUST WAIT LONGER AS TEMPS. INCREASE.  *AK,BUICK,SKYLARK
483371,"General Motors, LLC",0,0,0,0,08/25/1995,08/25/1995,,LATCHES/LOCKS/LINKAGES,RIGHT REAR DOOR LOCK FAILED.  *SKD,CADILLAC,DEVILLE
504361,"General Motors, LLC",0,0,0,0,05/10/1996,05/10/1996,1G6AD6985C9,VEHICLE SPEED CONTROL,SUDDEN ACCELERATION/LOSS OF CONTROL. *SD,CADILLAC,DEVILLE
540424,"General Motors, LLC",0,0,1,0,08/20/1998,08/30/1998,1G6AB4788C9,"SERVICE BRAKES, HYDRAULIC,VEHICLE SPEED CONTROL",THE DRIVER PUT THE VEHICLE IN REVERSE AND STEPPED ON ACCELERATOR AND CAR SPED UP AND WENT OUT OF CONTROL. BRAKING WOULD NOT STOP VEHICLE.,CADILLAC,DEVILLE
482516,"General Motors, LLC",0,0,0,0,03/17/1995,03/17/1995,,"FUEL SYSTEM, GASOLINE","CARBURATOR FAILURE, EMITTING BLACK SMOKE.",CADILLAC,ELDORADO
850442,"General Motors, LLC",0,0,0,0,09/05/1999,10/12/1999,,"ENGINE AND ENGINE COOLING,POWER TRAIN","WHILE DRIVING AT 35 TO 40 MPH AND WITHOUT NO PRIOR WARNING, VEHICLE STALLED AND DIED OUT.  THE THIRD TRANSMISSION  HAS BEEN REPLACED.  *AK",CADILLAC,ELDORADO
10086941,"General Motors, LLC",0,0,0,0,06/15/2004,08/16/2004,,"EQUIPMENT,UNKNOWN OR OTHER","I BOUGHT CLEAR FLOOR MATS FOR MY CAR, BRAND = KRAGAN 8826 FLOOR MAT CLEAR - MODEL NO = PA 6212492.  THE FLOOR MAT IS VERY SLIPERY ON THE CAR CARPET. IT DOES NOT GRIP TO THE FLOOR.  YOU CAN EASILY SLIP AND FALL WHILE GETING IN THE CAR SINCE FLOOR MAT SKIDS EASILY. I BELIEVE THIS SHOULD BE RECALLED.  THE DESIGN HAS VERY POOR GRIP SINCE IT IS MORE ROUNDED RATHER THAN POINTED FOR IT TO GRIP ON THE CARPET. THERE MAY BE SEVERAL KINDS OF FLOOR MATS THAT DO NOT HAVE GRIP BECAUSE IT IS TOO ROUNDED. I BOUGHT IT ON JUNE 15TH AND THE MATS JUST KEEP ON SLIDING WHILE GETTING IN THE CAR.*AK",CADILLAC,ELDORADO
737414,"General Motors, LLC",1,0,4,1,05/27/1985,12/06/2000,,TIRES,"THIS IS A MEMORIAL DAY FATALITY MAY 27, 1985 WHICH RESULTED IN THE DEATH OF MY DAUGHTER.  POLICE RECORDS OF THIS ACCIDENT, SINGLE VEHICLE, ARE ON RECORD WITH THE AZ DOT.  CONTACT ME FOR ADDITIONAL DETAILS, INCLUDING OF PICTURES OF THE VEHICLE AT EITHER 520 850 6321 CEL, OR 520 760 3340.  JAMES C. WEIR, MAJOR USAF RETIRED.  *AK( DOT NUMBER:  TIRE SIZE: P235/75/15 )",CHEVROLET,BLAZER
966177,"General Motors, LLC",1,1,1,1,05/14/1995,06/01/1995,,"FUEL SYSTEM, GASOLINE",UPON IMPACT THE FUEL TANK EXPLODED.  TT,CHEVROLET,C SERIES
735574,"General Motors, LLC",0,1,0,0,10/20/2000,11/01/2000,,ELECTRICAL SYSTEM,NO SUMMARY LISTED FOR ABOVE VEHICLE.  *AK,CHEVROLET,C10
749895,"General Motors, LLC",0,0,0,0,08/04/2001,08/05/2001,2GCCC14H4C1,TIRES,EXPERIENCED BLOWOUT AT SPEED OF APPROX 70 MPH ON I-75 NORTH OF MACON GEORGIA.  VIBRATION NOTED PRIOR TO BLOWOUT BUT I ATTRIBUTED THAT SYMPTOM TO THE ROAD SURFACE AND NOT THE TIRE.   TIRE TREAD SEPARATED CAUSING DAMAGE TO VEHICLE UNDERBODY AS TIRE REMANENTS STRUCK VEHICLE FORWARD AND TO THE REAR OF THE REAR AXLE.  TIRE IS AVAILABLE FOR ANALYSIS IF NECESSARY.*AK (DOT NUMBER: VDAT JAB  TIRESIZE: P255 60R15),CHEVROLET,C10
813024,"General Motors, LLC",0,0,0,0,06/09/1997,06/12/1997,1GCD14H8CF3,"FUEL SYSTEM, GASOLINE","FUEL LEAKS FROM UNDER TANK ONTO GROUND, OWNER KEEPS PAN UNDER TRUCK TO CATCH FUEL, CAUSE UNKNOWN, VEHICLE HAS NOT BEEN CHECED.  *AK",CHEVROLET,C10
964999,"General Motors, LLC",0,0,0,0,,05/08/1995,,LATCHES/LOCKS/LINKAGES,THE DRIVER SIDE DOOR LOCK WHEN CONSUMER LOCK DOOR CAN'T OPEN FROM THE INSIDE AND AIR CONDITIONER DON'T WORK.   TT,CHEVROLET,C10
802348,"General Motors, LLC",0,0,0,0,,09/13/1996,,SEAT BELTS,THE DRIVER'S LAP/SHOULDER SEAT BELT RELEASE LATCH SPRING BROKE WHICH MAKES THE SEAT BELT INOPERATIVE.  PLEASE EXPLAIN.  *AK,CHEVROLET,C20
479619,"General Motors, LLC",0,0,0,0,04/24/1995,04/24/1995,,SEATS,"METAL SPRING HAS PROTRUDED THROUGH SEAT, CAUSING DISCOMFORT TO DRIVER.  (OTHER VEHICLE ON 489694)  *SKD",CHEVROLET,CAMARO
838765,"General Motors, LLC",0,0,0,0,05/22/1999,06/02/1999,,WHEELS,"CONSUMER CAME TO A COMPLETE STOP, MADE A LEFT TURN AND THE FIVE-STAR RIM CRACKED ON THE PASSENGER'S SIDE.  *AK",CHEVROLET,CAMARO
10787509,"General Motors, LLC",0,0,0,0,06/08/2015,11/01/2015,,"SEAT BELTS,SERVICE BRAKES,FUEL/PROPULSION SYSTEM","WENT TO CHEVY DEALER, WHO WE BROUGHT 2014 FROM, TOLD THEM WE HAD 1982 CAMARO, THAT HAD 3 RECALLS. WE HAD RECALL NUMBERS. THEY SAID RECALLS WERE TO OLD, THEY COULD DO NOTHING TO HELP. WISHED WE ASKED PRIOR TO BUYING THEIR VEHICLE.",CHEVROLET,CAMARO
529233,"General Motors, LLC",0,0,0,0,,01/18/1998,1G1AE77G0CC,VEHICLE SPEED CONTROL,SUDDEN ACCELERATION.,CHEVROLET,CAVALIER
489543,"General Motors, LLC",0,0,0,0,04/24/1995,04/24/1995,1G1AW19X3CZ,"SERVICE BRAKES, HYDRAULIC",BRAKE SHOES REPLACED.  *SKD,CHEVROLET,CELEBRITY
476090,"General Motors, LLC",0,0,0,0,11/05/1994,11/05/1994,,ENGINE AND ENGINE COOLING,VEHICLE SMOKES/MELTS ELECTRICAL WIRES.  *AW,CHEVROLET,CHEVETTE
482270,"General Motors, LLC",0,0,0,0,03/16/1995,03/16/1995,1G1AB68C4CY,ELECTRICAL SYSTEM,WIRING HARNESS THAT LIES AGAINST FIREWALL SMOKES/BURNS/MELTS WHEN STARTING VEHICLE.  *AW,CHEVROLET,CHEVETTE
489488,"General Motors, LLC",0,0,0,0,04/18/1995,04/18/1995,1G1AB68C4CY,ELECTRICAL SYSTEM,VEHICLE SMOKES  AND MELTS WIRES AND HARNESS BOX TO EACH OTHER AGAINST FIREWALL WHEN VEHICLE IS TURNED ON.  *SKD,CHEVROLET,CHEVETTE
965916,"General Motors, LLC",0,0,0,0,,05/24/1995,1G1AB68C1CY,SEAT BELTS,THE DRIVER AND PASSENGER SIDE SEAT BELT BUCKLE CAN'T GET IT TO BUCKLE IT IS HARD TO LOCK.  TT,CHEVROLET,CHEVETTE
601628,"General Motors, LLC",0,0,0,0,06/01/1996,10/07/1996,1CCFC24CXCF,SEAT BELTS,SEAT BELT BUCKLE WILL NOT LATCH..(2ND VEHICLE ON 509564),CHEVROLET,CHEVROLET TRUCK
10641604,"General Motors, LLC",0,0,0,0,10/06/2014,10/06/2014,1GCEG25HXC7,SEAT BELTS,NOT REPORTING AN ACCIDENT BUT A FAILURE ON THE PART OF MANUFACTURER TO ACT ON RECALL FOR MY VEHICLE.  THERE IS A RECALL FOR SEAT BELTS THAT I CAN'T GET COACHMEN TO ACKNOWLEDGE AND REPAIR. I TRIED CHEVROLET DEALERSHIPS ALSO.  ALL PASS THE BUCK AND I WOULD LIKE TO FEEL SAFE DRIVING MY VEHICLE.  *TR,CHEVROLET,G20
740305,"General Motors, LLC",0,0,0,0,07/07/2000,02/01/2001,,TIRES,TIRE BELT SEPARATION.  *AKI( DOT NUMBER:  ),CHEVROLET,G30
603329,"General Motors, LLC",0,0,0,0,11/30/1996,03/13/1997,,SEAT BELTS,"SEAT BELT LATCH FAILED TO RELEASE, TRAPPING PASSENGER IN SEAT.",CHEVROLET,IMPALA
724194,"General Motors, LLC",0,0,0,0,,06/19/2000,1G1AL69HOCX,ELECTRICAL SYSTEM,NO SUMMARY LISTED FOR ABOVE VEHICLE.  *AK,CHEVROLET,IMPALA
503614,"General Motors, LLC",0,0,0,0,04/17/1996,04/25/1996,,"SERVICE BRAKES, HYDRAULIC",ABS BRAKE LIGHT WORKS INTERMITTENTLY.,CHEVROLET,K15
819789,"General Motors, LLC",0,1,0,0,12/02/1997,01/13/1998,1GCGK24J5CJ,ENGINE AND ENGINE COOLING,"WHILE DRIVING THE TRUCK BETWEEN 50-60 MPH, DRIVER HEARD A WINDING  NOISE, BY TIME DRIVER PULLED OVER TO SHOULDER SAFELY, THE TRUCK WAS ON FIRE IN THE ENGINE COMPARTMENT.  THE TRUCK WAS TOTALLED.   *AK",CHEVROLET,K20
511593,"General Motors, LLC",0,0,0,0,10/15/1996,11/26/1996,,"FUEL SYSTEM, GASOLINE",CARBURETOR REPLACED.,CHEVROLET,MALIBU
548379,"General Motors, LLC",0,0,0,0,,09/08/1999,,"FUEL SYSTEM, GASOLINE","DESIGN/LOCATION OF THE GAS TANK, WHICH IS DIRECTLY BEHIND THE REAR BUMPER WITH POSSIBILITY OF EXPLOSION DURING IMPACT. MJS",CHEVROLET,MALIBU
731124,"General Motors, LLC",0,0,0,0,09/12/2000,09/12/2000,1G1AZ37J4CB,TIRES,TIRE HAS SPLIT SIDEWALL FOR NO APPARENT REASON DURING NORMAL DRIVING.  *AK( DOT NUMBER:   TIRE SIZE: 235/60R15 ),CHEVROLET,MONTE CARLO
850600,"General Motors, LLC",0,0,0,0,10/13/1998,10/13/1999,1G1AZ37K5CR,VISIBILITY,"WATER COMES INTO THE VENT AND RUNS DOWN A TUBE, AND DOWN TO THE FLOORBOARD.  *AK",CHEVROLET,MONTE CARLO
531734,"General Motors, LLC",0,0,0,0,01/18/1997,03/03/1998,1GCHC33F1TF,"SERVICE BRAKES, HYDRAULIC",ABS FAIL INTERMITTENTLY .,CHEVROLET,PICK UP
700945,"General Motors, LLC",0,0,0,0,07/10/1994,11/27/1998,1GCBS14B3C8,POWER TRAIN,AFTER SOME NORMAL WEAR WITH BRACKETING FOR CLUTCH PEDAL SUPPORT THE PLASTIC SELF ADJUSTING MECHANISM DOES NOT ENGAGE CORRECTLY AND THE CLUTCH MAY SPONTANEOUSLY ENGAGE AND PROPEL VEHICLE FORWARD OR BACK WHEN STOPPED AT A TRAFFIC SIGNAL ON SEVERAL OCCASIONS MY VEHICLE WAS INADVERTANTLY PROPELED INTO INTERSECTIONS AGAINST THE SIGNALS.  I REALIZE THIS IS AN OLD VEHICLE BUT I SUSPECT THAT GENERAL MOTORS KNEW OF THE HAZARDS INHERANT IN THIS SYSTEM AS IT WAS ONLY USED FOR ONE OR TWO YEARS AND THEN REPLACED WITH A HYDRAULIC SYSTEM.,CHEVROLET,S10
966274,"General Motors, LLC",0,0,0,0,06/02/1995,06/05/1995,,ENGINE AND ENGINE COOLING,"CONSUMER DRIVING HEARD LOUD NOISE VEHICLE LOCKED UP OH HIM, AS A RESULT THE CRANK WAS BROKEN (4 SPEED).  TT",CHEVROLET,S10
780444,"General Motors, LLC",0,0,0,0,,09/18/1998,,ENGINE AND ENGINE COOLING,"CONSUMER REPLACED THE DIESEL ENGINE IN LESS THAN 100,000 MILES, DEALERS ADVISED THAT THE ENGINE WAS NOT A GOOD ONE.   *MJS",CHEVROLET,SILVERADO
9001704,"General Motors, LLC",0,0,0,0,,08/31/2000,,TIRES,"TRUCK TIRES CAME APART,  FIRESTONE TRIUMPH & LEMANS A/T,  FIRESTONE REFUSING RESPONSIBILITY FOR THE TIRES.",CHEVROLET,SILVERADO
10009249,"General Motors, LLC",0,0,0,0,02/13/2003,02/25/2003,PLEASE PROV,TIRES,THE TIRES EXPERIENCED TREAD SEPARATION. *JB,CHEVROLET,SUBURBAN
564600,"Chrysler (FCA US, LLC)",0,0,0,0,,03/06/2002,,ENGINE AND ENGINE COOLING,"CONSUMER STATES THE VEHICLE ONLY RAN FOR 2 WEEKS AFTER PURCHASE, POSSIBLE ENGINE PROBLEMS.*JB",CHRYSLER,CORDOBA
969188,"Chrysler (FCA US, LLC)",0,0,0,0,,07/20/1995,,STRUCTURE,VEHICLES K-FRAME RECALL FOR RUST THEN SHOCK TOWERS HAVE RUSTED THROUGH DUE TO THE ALREADY SEVERE RUSTING AND INEFFECTIVE PRIOR RECALL.  TT,CHRYSLER,LEBARON
562940,"COLEMAN CO., INC.",0,0,0,0,07/28/2001,09/05/2001,CLN411BH409,TRAILER HITCHES,"WHILE DRIVING, CONSUMERS TRAILER THAT HE WAS PULLING BECAME UNHITCHED FROM VEHICLE, WHICH LANDED IN THE MIDDLE OF THE ROADWAY WITH NO LIGHTS, WHICH CAUSED TRAILER TO BE HIT BY A MOTORIST.*JB(OHIO TRAFFIC CRASH REPORT #10-91-393)",COLEMAN,COLEMAN
826056,"Nissan North America, Inc.",0,0,0,0,07/01/1998,07/30/1998,JN1HZ04S4CX,SEAT BELTS,"THE DRIVER'S SIDE SEAT BELT RETRACTOR MECHANISM  BROKE, CAUSING THE SEAT BELT NOT TO GO INTO THE RETRACTOR MECHANISM  AFTER LATCHING BELT INTO BUCKLE. *AK  *TT",DATSUN,280Z
521075,"Nissan North America, Inc.",0,0,0,0,08/01/1997,08/15/1997,JN1HUO557CX,ENGINE AND ENGINE COOLING,PISTON RINGS FAILED.,DATSUN,MAXIMA
482473,"Chrysler (FCA US, LLC)",0,0,0,0,02/08/1995,03/22/1995,1B3BD46B1CC,STRUCTURE,"K FRAME IS RUSTED, CAUSING ERRATIC STEERING.  *SKD",DODGE,ARIES
506087,"Chrysler (FCA US, LLC)",0,0,0,0,05/10/1996,05/10/1996,1B3BD49B0CF,"FUEL SYSTEM, GASOLINE",GAS LINE FAILED.,DODGE,ARIES
801285,"Chrysler (FCA US, LLC)",0,0,0,0,08/05/1996,08/26/1996,2B7GB13P5CK,"SERVICE BRAKES, HYDRAULIC","WHEN APPLYING THE BRAKES, THE VEHICLE'S BRAKES FAILED.  PLEASE DESCRIBE.*AK",DODGE,B150
892837,"Chrysler (FCA US, LLC)",0,0,0,0,,07/16/2001,2B7FB13E1CK,STEERING,"WHEN DRIVING STEERING WHEEL FELLED VERY LOOSE, AND  FAILED TO RESPOND, CAUSING POOR VEHICLE CONTROL.STEERING WHEEL BOX ITSELF  WAS LEAKING, AND  SEAL MAY HAVE MALFUNCTIONED. ALSO,  PROBLEM MIGHT BE A DESIGN DEFECT. PLEASE PROVIDE ANY FURTHER DETAILS.*AK",DODGE,B150
542186,"Chrysler (FCA US, LLC)",0,0,0,0,11/23/1988,10/20/1998,JB3BE483364,ELECTRICAL SYSTEM,IGNITION SWITCH FAILED.,DODGE,COLT
540052,"Chrysler (FCA US, LLC)",0,0,0,0,,09/15/1998,,EXTERIOR LIGHTING,HEADLIGHT SWITCH FAILED ON SEVERAL OCCASIONS.,DODGE,DODGE
554254,"FLEETWOOD ENTERPRISES, INC.",0,1,0,0,07/07/2000,09/01/2000,,ENGINE AND ENGINE COOLING,"WHILE DRIVING THE VEHICLE CAUGHT FIRE NEAR THE EXHAUST SYSTEM AREA, POSSIBLE FAILURE OF THE EXHAUST SYSTEM RESULTED IN FIRE (OHIO TRAFFIC CRASH REPORT).  *MJS",FLEETWOOD,JAMBOREE
8014547,"FLEETWOOD ENTERPRISES, INC.",0,0,0,0,,07/23/2002,,TIRES,"DUAL OUTER TIRE BLEWOUT,  RESULTING IN WHEEL WELL COVER GETTING TANGLED IN WHEELS, COMING THROUGH THE FLOORBOARD,AND DESTROYING TABLE INSIDE REAR DINING AREA.  THERE IS A HOLE LEFT 3 FEET WIDE.  PLEASE DESCRIBE DETAILS ALONG WITH TIRE MANUFACTURER. *AK",FLEETWOOD,JAMBOREE
737830,Ford Motor Company,0,0,0,0,12/13/2000,12/15/2000,,TIRES,TREAD SEPARATED FROM TIRE.  *AK (DOT NUMBER: VN  TIRESIZE: 31X10.5X15),FORD,BRONCO
10135253,Ford Motor Company,1,0,0,1,08/10/2004,09/03/2005,,TIRES,"TIRE FAILURE, DE-TREADING.  TIRES HAD 20,000 MILES ON THEM.  VEHICLE ROLLOVER CAUSING DEATH.   *JB",FORD,BRONCO II
515775,Ford Motor Company,0,0,0,1,10/23/1995,03/10/1997,,ELECTRICAL SYSTEM,"THE IGNITION SWITCH FAILED, CAUSING ACCIDENT.",FORD,CROWN VICTORIA
516984,Ford Motor Company,0,1,1,1,10/25/1995,05/06/1997,2FABP35FICB,ELECTRICAL SYSTEM,AN IGNITION SWITCH FIRE RESULTED IN A FATALITY AND INJURIES.,FORD,CROWN VICTORIA
548220,Ford Motor Company,0,1,0,0,07/09/1999,08/30/1999,,ENGINE AND ENGINE COOLING,VEHICLE EXPERIENCED ENGINE FIRE. (OHIO TRAFFIC CRASH REPORT). MJS,FORD,CROWN VICTORIA
523491,Ford Motor Company,0,0,0,0,,11/24/1997,,EQUIPMENT,"AIR CONDITIONER MOTOR FAN WIRING MELTED/BURNED, RERSULTING IN AIR CONDITIONING FAILURE. *AK",FORD,E150
557256,Ford Motor Company,0,0,0,0,,11/13/2000,1FMES11G5CH,TIRES,"ON TWO OCCASION CONSUMERS FIRESTONE ATX (P235/75/15) TIRES EXPERIENCED BLOWOUTS WHILE DRIVING, THE SECOND BLOWOUT CAUSED DAMAGE TO THE RIGHT REAR QUARTER PANEL.  NLM",FORD,E150
880703,Ford Motor Company,0,0,0,0,,02/15/2001,1FDEE14GXCH,SEATS,"CONVERSION VAN WITH AFTERMARKET SEATS THAT RECLINE & SWERVE, NOT MOUNTED ON MANUFACTURER'S BASE. PEDESTAL WAS BUILT TO BOLT SEAT. MAIN HOLDING 4 1/4 X20 BOLTS WITH 3/8 NUT. THIS FAILED TO HOLD  SEAT PROPERLY.  SEATS WOULD MOVE AROUND.*AK   BACK SUPPORT FRAMES FOR TWO OF CAPTAIN SEATS BROKE CAUSING THE SEATS TO LAY DOWN.  THE CONSUMER BELIEVES ALL VEHICLES OF THIS MAKE AND MODEL SHOULD BE LOOKED INTO.  *YH",FORD,E150
708273,Ford Motor Company,0,0,0,0,,07/06/1999,,SEAT BELTS,"PREVIOUSLY RECEIVED LETTER OF RECALL, BUT HAVE NEVER BEEN ABLE TO GET IT FIXED DUE TO WRONG PARTS BEING ORDERED.  *AK",FORD,ECONOLINE
505816,Ford Motor Company,0,1,0,0,06/23/1996,07/01/1996,,ELECTRICAL SYSTEM,IGNITION SWITCH FIRE.,FORD,ESCORT
983418,Ford Motor Company,0,1,0,0,02/10/1996,04/24/1996,,STEERING,VEHICLE PARKED AND SUDDENLY BURST INTO FLAMES.        *AK,FORD,ESCORT
984309,Ford Motor Company,0,1,0,0,10/15/1995,05/13/1996,1FABP0622CT,ELECTRICAL SYSTEM,UNDERHOOD FIRE WHILE PARKED IN PARKING LOT; VEHICLE TOTALED; CAUSE UNKOWN.  *AK,FORD,ESCORT
513472,Ford Motor Company,0,0,0,0,,01/09/1997,,UNKNOWN OR OTHER,REQUEST FOR CRASH TEST RESULTS.,FORD,F150
726529,Ford Motor Company,0,0,0,0,10/01/1982,08/03/2000,,TIRES,I NOTICED PEOPLE ARE REPORTING PROBLEMS WITH FIRESTONE TIRES AS BACK AS 1992 BUT ACTUALLY I EXPERIENCED SIMILIAR PROBLEMS WITH FIRESTONE TIRES BACK IN 1982. I REPLACED ALL THE TIRES SHORTLY AFTER THE RIGHT REAR FIRESTONE TIRE SEPARATED IT'S STEEL BELTS.  *AK( DOT NUMBER:   TIRE SIZE: 15R75 ),FORD,F150
736915,Ford Motor Company,0,0,0,0,,11/27/2000,1FTDF15F1CN,TIRES,RIGHT REAR TIRE BLEW OUT FROM SIDEWALL ONLY GOIG ABOUT 25 MILES AN HOUR /FIRESTONE WAS NO HELP OR WAS PRECISE IN HELPING AT ALL.  *AK (TIRESIZE: P23575R15)( DOT NUMBER:  TIRE SIZE: P23575R15 ),FORD,F150
805198,Ford Motor Company,0,1,0,0,11/10/1996,11/18/1996,,ELECTRICAL SYSTEM,"CONSUMER WAS DRIVING VEHICLE, STOPPED FOR A MOMENT AND SMOKE CAME FROM THE CAB AND UNDER THE HOOD,  VEHICLE CAUGHT ON FIRE AND WAS TOTALLED.  *AK",FORD,F150
874385,Ford Motor Company,0,0,0,0,11/01/2000,11/03/2000,1FTDF14G1CR,TIRES,"CONSUMER NOTICED  TIRE THROUGH A VISUAL INSPECTION.   PASSENGER'S SIDE REAR TIRE TREAD WAS BEGINNING TO SEPARATE.   TIRE WAS SPLITTING AROUND  MIDDLE, NEAR THE RIM AREA.  GOODYEAR, RANGLER/HT, P235/75R15.*AK   DOT#MKHL1EHR285.   *SLC",FORD,F150
862928,Ford Motor Company,1,0,1,0,,06/02/2000,,POWER TRAIN,"WHILE CAR WAS PARKED ON A HILL AND CONSUMER WAS GETING OUT OF VEHICLE WHEN GEAR SLIPPED OUT OF PARK, AND VEHICLE STARTED ROLLING DOWN HILL  WITH CONSUMER HALF IN VEHICLE. VEHICLE RAN OVER CONSUMER'S LEGS. PLEASE PROVIDE FURHTER INFORMATION.*AK",FORD,FAIRMONT
602486,Ford Motor Company,0,0,0,0,08/15/1995,09/25/1995,1FTCE24E5CH,POWER TRAIN,"AXLE BROKE, CAUSING ACCIDENT. (NEW JERSEY STATE POLICE REPORT)",FORD,FORD
559347,Ford Motor Company,0,0,1,0,,02/01/2001,1FABP27BXCA,VISIBILITY,"STEAM AND LIQUID CAME OUT OF HEATER SYSTEM AND SCALDED DRIVER'S LEG AND FOOT, CAN NOT USE HEATER.   *CJ",FORD,GRANADA
501281,Ford Motor Company,0,0,0,0,01/01/1982,01/02/1995,1FABP16F8CF,STRUCTURE,FLOOR BOARD CRACKED UNDER DRIVERS SEAT.  TT,FORD,MUSTANG
480920,"General Motors, LLC",0,0,0,0,12/06/1995,01/21/1996,1G5EK18C4CF,POWER TRAIN,"TRANSMISSION HAD WRONG GEARS IN IT, CAUSING TRANSFER CASE TO CRACK FROM PRESSURE. *SD",GMC,GMC
503846,"General Motors, LLC",0,1,0,0,03/29/1996,03/29/1996,1GDJP32M1C3,ENGINE AND ENGINE COOLING,ENGINE FIRE. *DSH,GMC,GMC
889943,"General Motors, LLC",0,0,0,0,05/01/2001,06/07/2001,,TIRES,"REPLACEMENT EQUIPMENT ON A 1982 GMC JIMMY WITH 10000 MILES.  WHILE DRIVING 65 MPH DRIVER REAR TIRE HAD A BLOWOUT DUE TO TREAD SEPARATION.  *AK  DOT NUMBER VD60LHC396, 31X10.50R15LT.   *SLC",GMC,JIMMY
