Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,overTheAirUpdate,NHTSAActionNumber,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model
"Honda (American Honda Motor Co.)","13E040000",0,0,0,,"22/07/2013","ELECTRICAL SYSTEM","American Honda Motor Co. is recalling certain Trailer Hitch Harness Kits, Part Number 08L91-TZ5-200. These kits are for use in 2014 model year Acura MDX vehicles. The trailer hitch kit has a subharness that is incorrectly wired such that there may be no power supplied to an accessory trailer brake controller.","If the trailer brake controller is not powered, when towing a trailer, longer stopping distances could be required, increasing the risk of a crash.","Honda will notify owners and Acura dealers will correct the trailer hitch subharness wiring, free of charge.  The recall began on August 23, 2013.   Owners may contact Acura Customer Service at 1-800-382-2238.  Honda's number for this campaign is JB2.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","MDX"
"Honda (American Honda Motor Co.)","13V571000",0,0,0,,"14/11/2013","POWER TRAIN:AUTOMATIC TRANSMISSION","American Honda Motor Co., Inc. (Honda) is recalling certain model year 2014 Acura MDX AWD vehicles manufactured May 6, 2013, through October 14, 2013. The bolts that attach the drive shaft to the automatic transmission transfer assembly may not have been properly tightened.  As a result, the bolts could loosen possibly allowing the shaft to detach.","If the drive shaft detaches while driving it could cause excessive noise and possibly damage the vehicle, increasing the risk of a crash.","Honda will notify owners, and dealers will inspect and tighten the drive shaft attaching bolts as necessary, free of charge.  The recall began on July 3, 2014.  Owners may contact Honda at 1-800-999-1009 or visit their website at www.recalls.honda.com.  Honda's recall number is JC8.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","MDX"
"Honda (American Honda Motor Co.)","23V858000",0,0,0,,"18/12/2023","FUEL SYSTEM, GASOLINE:DELIVERY:FUEL PUMP","Honda (American Honda Motor Co.) is recalling certain 2013-2023 Honda Accord, Civic Coupe, Civic Sedan, Civic Hatchback, Civic Type R, CR-V, HR-V, Ridgeline, Odyssey, Acura ILX, MDX, MDX Hybrid, RDX, RLX, TLX, 2019-2022 Honda Insight, Passport, 2020 Honda CR-V Hybrid, 2018-2019 Honda Clarity PHEV, Fit, and 2015-2020 Honda Accord Hybrid, Pilot, Acura NSX vehicles.  The fuel pump inside the fuel tank may fail.","Fuel pump failure can cause an engine stall while driving, increasing the risk of a crash.","Dealers will replace the fuel pump module, free of charge.  Owner letters were mailed September 6, 2024.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are KGC and KGD.  This recall is an expansion of NHTSA recall numbers 21V-215 and 20V-314.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.","2014","ACURA","MDX"
"Honda (American Honda Motor Co.)","19V182000",0,0,0,"EA15001","06/03/2019","AIR BAGS:FRONTAL:DRIVER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling specific 2003 Acura 3.2CL, 2013-2016 ILX, 2013-2014 ILX Hybrid, 2003-2006 MDX, 2007-2016 RDX, 2002-2003 3.2TL, 2004-2006, and 2009-2014 TL, 2010-2013 ZDX and 2001-2007 and 2009 Honda Accord, 2001-2005 Civic, 2003-2005 Civic Hybrid, 2001-2005 Civic GX NGV, 2002-2007 and 2010-2011 CR-V, 2003-2011 Element, 2007 Fit, 2002-2004 Odyssey, 2003-2008 Pilot, and 2006-2014 Ridgeline vehicles.  The affected vehicles received a replacement driver air bag inflator as part of a previous Takata inflator recall remedy or a replacement driver air bag module containing the same inflator type as a service part.  Due to a manufacturing error, in the event of a crash necessitating deployment of the driver frontal air bag, these inflators may explode.","An explosion of an inflator within the driver frontal air bag module may result in sharp metal fragments striking the driver, front seat passenger or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the driver's air bag inflator with an alternate inflator, free of charge.  The recall began April 10, 2019.  Honda owners may contact customer service at 1-888-234-2138.  Honda's number for this recall is O41.  Acura owners may contact customer service at 1-888-234-2138.  Acura's number for this recall is U40.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","RDX"
"Honda (American Honda Motor Co.)","16V061000",0,0,0,"EA15001","03/02/2016","AIR BAGS:FRONTAL:DRIVER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling certain model year 2007-2011 Honda CR-V, 2011-2015 CR-Z, 2010-2014 FCX, and Insight, 2009-2013 Fit, 2013-2014 Fit EV, 2007-2014 Ridgeline, 2013-2016 Acura ILX, 2013-2014 Acura ILX Hybrid, 2007-2016 RDX, 2005-2012 Acura RL, 2009-2014 Acura TL, and 2010-2013 Acura ZDX vehicles.  The affected vehicles are equipped with a dual-stage driver frontal air bag that may be susceptible to moisture intrusion which, over time, could cause the inflator to rupture.","In the event of a crash necessitating deployment of the driver's frontal air bag, the inflator could rupture with metal fragments striking the driver or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the inflator, free of charge. The recall began March 2017.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are JY0, JY1, and JY2.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","RDX"
"Honda (American Honda Motor Co.)","23V858000",0,0,0,,"18/12/2023","FUEL SYSTEM, GASOLINE:DELIVERY:FUEL PUMP","Honda (American Honda Motor Co.) is recalling certain 2013-2023 Honda Accord, Civic Coupe, Civic Sedan, Civic Hatchback, Civic Type R, CR-V, HR-V, Ridgeline, Odyssey, Acura ILX, MDX, MDX Hybrid, RDX, RLX, TLX, 2019-2022 Honda Insight, Passport, 2020 Honda CR-V Hybrid, 2018-2019 Honda Clarity PHEV, Fit, and 2015-2020 Honda Accord Hybrid, Pilot, Acura NSX vehicles.  The fuel pump inside the fuel tank may fail.","Fuel pump failure can cause an engine stall while driving, increasing the risk of a crash.","Dealers will replace the fuel pump module, free of charge.  Owner letters were mailed September 6, 2024.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are KGC and KGD.  This recall is an expansion of NHTSA recall numbers 21V-215 and 20V-314.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.","2014","ACURA","RDX"
"Honda (American Honda Motor Co.)","15V301000",0,0,0,,"20/05/2015","FORWARD COLLISION AVOIDANCE: CRASH IMMINENT BRAKING","Honda (American Honda Motor Co.) is recalling certain model year 2014-2015 Acura MDX 2WD and AWD, RLX and 2014 Acura RLX Hybrid vehicles.  In certain driving conditions, the Collision Mitigation Braking System (CMBS) may incorrectly interpret certain roadside objects such as metal fences or metal guardrails as obstacles and unexpectedly apply the brakes.","If the CMBS unexpectedly applies emergency braking force while driving, there is an increased risk of a crash.","Honda will notify owners, and dealers will update the CMBS software, free of charge.  The recall began on July 6, 2015.  Owners may contact Acura customer service at 1-800-382-2238.  Honda's numbers for this recall is JQ4, JQ5 and JQ6.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","RLX"
"Honda (American Honda Motor Co.)","14V639000",0,0,0,,"10/10/2014","SEAT BELTS","American Honda Motor Company (Honda) is recalling certain model year 2014-2015 Acura MDX vehicles manufactured April 23, 2013, to August 25, 2014, and 2014 Acura RLX vehicles manufactured November 5, 2012, to November 25, 2013.  In the affected vehicles, the driver and front passenger seat belt may not extend or retract in low temperatures.","A seatbelt that does not function increases the risk of injury in a crash.","Honda has notified owners, and dealers will replace the driver and front passenger seat belts, free of charge.  The recall began in November 2014.  Owners may contact Acura customer service at 1-800-382-2238.  Honda's number for this recall is JK7 for the MKX, and JK8 for the RLX.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","RLX"
"Honda (American Honda Motor Co.)","14V792000",0,0,0,,"16/12/2014","EXTERIOR LIGHTING:HEADLIGHTS","American Honda Motor Co. (Honda) is recalling certain model year 2014 Acura RLX vehicles manufactured November 22, 2012, to January 30, 2014, 2015 Acura RLX vehicles manufactured June 4, 2014, to November 18, 2014, and 2014 Acura RLX Hybrid vehicles manufactured November 5, 2013, to July 25, 2014.  An aluminum film applied to the inner reflector of the headlight may experience adhesion issues causing the film to delaminate.  Thus, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) No. 108, ""Lamps, reflective devices, and associated equipment.""","Delamination of the aluminum film may diminish output of the headlight, increasing the risk of a vehicle crash.","Honda will notify owners, and dealers will replace both of the headlights, free of charge.  The recall began February 2, 2015.  Owners may contact Honda customer service at 1-310-783-2000.  Honda's number for this recall is JN2.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","RLX"
"Honda (American Honda Motor Co.)","13V622000",0,0,0,,"16/12/2013","SUSPENSION:REAR","American Honda Motor Company (Honda) is recalling certain model year 2014 Acura RLX vehicles manufactured August 7, 2012, through November 5, 2013.  The bolts that attach the rear lower control arms to the sub-frame of the vehicle may have loosened during transport to dealerships.","Loose rear lower control arm bolts may reduce steering ability, increasing the risk of a crash.","Honda will notify owners, and dealers will replace the rear suspension lower control arm bolts, free of charge.  The recall is expected to begin in early January 2014.  Customers may contact Honda at 1-800-999-1009.  Honda's number for this recall is JD0.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","RLX"
"Honda (American Honda Motor Co.)","23V858000",0,0,0,,"18/12/2023","FUEL SYSTEM, GASOLINE:DELIVERY:FUEL PUMP","Honda (American Honda Motor Co.) is recalling certain 2013-2023 Honda Accord, Civic Coupe, Civic Sedan, Civic Hatchback, Civic Type R, CR-V, HR-V, Ridgeline, Odyssey, Acura ILX, MDX, MDX Hybrid, RDX, RLX, TLX, 2019-2022 Honda Insight, Passport, 2020 Honda CR-V Hybrid, 2018-2019 Honda Clarity PHEV, Fit, and 2015-2020 Honda Accord Hybrid, Pilot, Acura NSX vehicles.  The fuel pump inside the fuel tank may fail.","Fuel pump failure can cause an engine stall while driving, increasing the risk of a crash.","Dealers will replace the fuel pump module, free of charge.  Owner letters were mailed September 6, 2024.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are KGC and KGD.  This recall is an expansion of NHTSA recall numbers 21V-215 and 20V-314.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.","2014","ACURA","RLX"
"Honda (American Honda Motor Co.)","19V182000",0,0,0,"EA15001","06/03/2019","AIR BAGS:FRONTAL:DRIVER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling specific 2003 Acura 3.2CL, 2013-2016 ILX, 2013-2014 ILX Hybrid, 2003-2006 MDX, 2007-2016 RDX, 2002-2003 3.2TL, 2004-2006, and 2009-2014 TL, 2010-2013 ZDX and 2001-2007 and 2009 Honda Accord, 2001-2005 Civic, 2003-2005 Civic Hybrid, 2001-2005 Civic GX NGV, 2002-2007 and 2010-2011 CR-V, 2003-2011 Element, 2007 Fit, 2002-2004 Odyssey, 2003-2008 Pilot, and 2006-2014 Ridgeline vehicles.  The affected vehicles received a replacement driver air bag inflator as part of a previous Takata inflator recall remedy or a replacement driver air bag module containing the same inflator type as a service part.  Due to a manufacturing error, in the event of a crash necessitating deployment of the driver frontal air bag, these inflators may explode.","An explosion of an inflator within the driver frontal air bag module may result in sharp metal fragments striking the driver, front seat passenger or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the driver's air bag inflator with an alternate inflator, free of charge.  The recall began April 10, 2019.  Honda owners may contact customer service at 1-888-234-2138.  Honda's number for this recall is O41.  Acura owners may contact customer service at 1-888-234-2138.  Acura's number for this recall is U40.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","TL"
"Honda (American Honda Motor Co.)","19V500000",0,0,0,"EA15001","27/06/2019","AIR BAGS:FRONTAL:DRIVER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling certain 2013 Acura ILX, 2015 RDX, 2005-2010 and 2012 RL, 2009-2014 TL, 2010 and 2012 ZDX, 2007-2011 CR-V, 2011-2013 and 2015 CR-Z, 2009-2013 Fit, 2013 Fit EV, 2010-2011 and 2013 Insight and 2007-2014 Ridgeline vehicles. 

These vehicles are equipped with driver frontal air bag inflators assembled as a recall remedy part or replacement service part, that may explode due to propellant degradation occurring after long-term exposure to high absolute humidity, temperature and temperature cycling.","An inflator explosion may result in sharp metal fragments striking the driver or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the driver frontal air bag inflator, free of charge.  The recall began August 12, 2019.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are S5B and W59.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","TL"
"Honda (American Honda Motor Co.)","16V061000",0,0,0,"EA15001","03/02/2016","AIR BAGS:FRONTAL:DRIVER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling certain model year 2007-2011 Honda CR-V, 2011-2015 CR-Z, 2010-2014 FCX, and Insight, 2009-2013 Fit, 2013-2014 Fit EV, 2007-2014 Ridgeline, 2013-2016 Acura ILX, 2013-2014 Acura ILX Hybrid, 2007-2016 RDX, 2005-2012 Acura RL, 2009-2014 Acura TL, and 2010-2013 Acura ZDX vehicles.  The affected vehicles are equipped with a dual-stage driver frontal air bag that may be susceptible to moisture intrusion which, over time, could cause the inflator to rupture.","In the event of a crash necessitating deployment of the driver's frontal air bag, the inflator could rupture with metal fragments striking the driver or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the inflator, free of charge. The recall began March 2017.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are JY0, JY1, and JY2.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","TL"
"Honda (American Honda Motor Co.)","18V661000",0,0,0,"EA15001","27/09/2018","AIR BAGS:FRONTAL:PASSENGER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling certain 2014 Honda Insight and Acura TSX and TSX Wagon, 2014-2015 Honda Crosstour and Pilot vehicles nationwide, as well as certain 2014 Honda FCX Clarity and Fit EV vehicles in Florida, Hawaii, Puerto Rico, Texas, Alabama, Georgia, Louisiana, Mississippi, South Carolina, California, American Samoa, Guam, the Northern Mariana Islands (Saipan) and the U.S. Virgin Islands.

Honda is also recalling certain 2011-2013 Acura TSX, TSX Wagon and ZDX, Honda Crosstour, Insight, Fit and Pilot vehicles, 2011-2012 Honda Accord and 2011 Honda Civic NGV, Civic, Civic Hybrid and CR-V vehicles in Arizona, Arkansas, Delaware, the District of Columbia, Illinois, Indiana, Kansas, Kentucky, Maryland, Missouri, Nebraska, Nevada, New Jersey, New Mexico, North Carolina, Ohio, Oklahoma, Pennsylvania, Tennessee, Virginia and West Virginia.

Lastly, Honda is recalling certain 2010-2013 Acura TSX and ZDX, Honda Crosstour, Fit, Insight and Pilot, 2011-2013 TSX Wagon, 2010-2012 Honda Accord and 2010-2011 Honda Civic NGV, Civic, Civic Hybrid and CR-V vehicles in Alaska, Colorado, Connecticut, Idaho, Iowa, Maine, Massachusetts, Michigan, Minnesota, Montana, New Hampshire, New York, North Dakota, Oregon, Rhode Island, South Dakota, Utah, Vermont, Washington, Wisconsin and Wyoming.

These vehicles are equipped with certain air bag air bag inflators assembled as part of the frontal air bag modules, and used as original equipment or replacement equipment (such as after a vehicle crash necessitating replacement of the original air bags), may explode due to propellant degradation occurring after long-term exposure to higher absolute humidity, temperature and temperature cycling.","An inflator explosion may result in sharp metal fragments striking the driver or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the passenger frontal air bag inflator, free of charge. The recall began November 6, 2018.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are M2J and S2K.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2014","ACURA","TSX"
