Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,overTheAirUpdate,NHTSAActionNumber,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model
"Honda (American Honda Motor Co.)","19V182000",0,0,0,"EA15001","06/03/2019","AIR BAGS:FRONTAL:DRIVER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling specific 2003 Acura 3.2CL, 2013-2016 ILX, 2013-2014 ILX Hybrid, 2003-2006 MDX, 2007-2016 RDX, 2002-2003 3.2TL, 2004-2006, and 2009-2014 TL, 2010-2013 ZDX and 2001-2007 and 2009 Honda Accord, 2001-2005 Civic, 2003-2005 Civic Hybrid, 2001-2005 Civic GX NGV, 2002-2007 and 2010-2011 CR-V, 2003-2011 Element, 2007 Fit, 2002-2004 Odyssey, 2003-2008 Pilot, and 2006-2014 Ridgeline vehicles.  The affected vehicles received a replacement driver air bag inflator as part of a previous Takata inflator recall remedy or a replacement driver air bag module containing the same inflator type as a service part.  Due to a manufacturing error, in the event of a crash necessitating deployment of the driver frontal air bag, these inflators may explode.","An explosion of an inflator within the driver frontal air bag module may result in sharp metal fragments striking the driver, front seat passenger or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the driver's air bag inflator with an alternate inflator, free of charge.  The recall began April 10, 2019.  Honda owners may contact customer service at 1-888-234-2138.  Honda's number for this recall is O41.  Acura owners may contact customer service at 1-888-234-2138.  Acura's number for this recall is U40.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","ACURA","TL"
"Honda (American Honda Motor Co.)","19V500000",0,0,0,"EA15001","27/06/2019","AIR BAGS:FRONTAL:DRIVER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling certain 2013 Acura ILX, 2015 RDX, 2005-2010 and 2012 RL, 2009-2014 TL, 2010 and 2012 ZDX, 2007-2011 CR-V, 2011-2013 and 2015 CR-Z, 2009-2013 Fit, 2013 Fit EV, 2010-2011 and 2013 Insight and 2007-2014 Ridgeline vehicles. 

These vehicles are equipped with driver frontal air bag inflators assembled as a recall remedy part or replacement service part, that may explode due to propellant degradation occurring after long-term exposure to high absolute humidity, temperature and temperature cycling.","An inflator explosion may result in sharp metal fragments striking the driver or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the driver frontal air bag inflator, free of charge.  The recall began August 12, 2019.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are S5B and W59.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","ACURA","TL"
"Honda (American Honda Motor Co.)","16V061000",0,0,0,"EA15001","03/02/2016","AIR BAGS:FRONTAL:DRIVER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling certain model year 2007-2011 Honda CR-V, 2011-2015 CR-Z, 2010-2014 FCX, and Insight, 2009-2013 Fit, 2013-2014 Fit EV, 2007-2014 Ridgeline, 2013-2016 Acura ILX, 2013-2014 Acura ILX Hybrid, 2007-2016 RDX, 2005-2012 Acura RL, 2009-2014 Acura TL, and 2010-2013 Acura ZDX vehicles.  The affected vehicles are equipped with a dual-stage driver frontal air bag that may be susceptible to moisture intrusion which, over time, could cause the inflator to rupture.","In the event of a crash necessitating deployment of the driver's frontal air bag, the inflator could rupture with metal fragments striking the driver or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the inflator, free of charge. The recall began March 2017.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are JY0, JY1, and JY2.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","ACURA","TL"
"Honda (American Honda Motor Co.)","18V661000",0,0,0,"EA15001","27/09/2018","AIR BAGS:FRONTAL:PASSENGER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling certain 2014 Honda Insight and Acura TSX and TSX Wagon, 2014-2015 Honda Crosstour and Pilot vehicles nationwide, as well as certain 2014 Honda FCX Clarity and Fit EV vehicles in Florida, Hawaii, Puerto Rico, Texas, Alabama, Georgia, Louisiana, Mississippi, South Carolina, California, American Samoa, Guam, the Northern Mariana Islands (Saipan) and the U.S. Virgin Islands.

Honda is also recalling certain 2011-2013 Acura TSX, TSX Wagon and ZDX, Honda Crosstour, Insight, Fit and Pilot vehicles, 2011-2012 Honda Accord and 2011 Honda Civic NGV, Civic, Civic Hybrid and CR-V vehicles in Arizona, Arkansas, Delaware, the District of Columbia, Illinois, Indiana, Kansas, Kentucky, Maryland, Missouri, Nebraska, Nevada, New Jersey, New Mexico, North Carolina, Ohio, Oklahoma, Pennsylvania, Tennessee, Virginia and West Virginia.

Lastly, Honda is recalling certain 2010-2013 Acura TSX and ZDX, Honda Crosstour, Fit, Insight and Pilot, 2011-2013 TSX Wagon, 2010-2012 Honda Accord and 2010-2011 Honda Civic NGV, Civic, Civic Hybrid and CR-V vehicles in Alaska, Colorado, Connecticut, Idaho, Iowa, Maine, Massachusetts, Michigan, Minnesota, Montana, New Hampshire, New York, North Dakota, Oregon, Rhode Island, South Dakota, Utah, Vermont, Washington, Wisconsin and Wyoming.

These vehicles are equipped with certain air bag air bag inflators assembled as part of the frontal air bag modules, and used as original equipment or replacement equipment (such as after a vehicle crash necessitating replacement of the original air bags), may explode due to propellant degradation occurring after long-term exposure to higher absolute humidity, temperature and temperature cycling.","An inflator explosion may result in sharp metal fragments striking the driver or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the passenger frontal air bag inflator, free of charge. The recall began November 6, 2018.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are M2J and S2K.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","ACURA","TSX"
"Honda (American Honda Motor Co.)","19V378000",0,0,0,,"16/05/2019","AIR BAGS:FRONTAL:PASSENGER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling certain 2009-2014 Acura TSX, 2011-2013 TSX Sport Wagon, and 2010-2012 ZDX and 2008-2012 Honda Accord, 2010-2011 Accord Crosstour, 2006-2011 Civic, Civic Hybrid and Civic NGV, 2012-2014 Crosstour, 2007-2011 CR-V, 2009-2013 Fit, 2010-2013 Insight, and 2009-2015 Pilot vehicles.  The front passenger air bag inflator may have been installed incorrectly during replacement.","An incorrectly installed air bag inflator may not properly deploy the passenger frontal air bag in the event of a crash, increasing the risk of injury.","Honda will notify owners, and dealers will inspect the inflator installation and, if necessary, replace the passenger frontal air bag module assembly, free of charge.  The recall began July 5, 2019.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are M4O, P4R, T4Q, and W4P.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","ACURA","TSX"
"Honda (American Honda Motor Co.)","19V502000",0,0,0,"EA15001","27/06/2019","AIR BAGS:FRONTAL:PASSENGER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling certain 2009-2014 Acura TSX, 2011-2014 TSX Sport Wagon, 2010-2013 ZDX, 2008-2012 Honda Accord, 2010-2011 Accord Crosstour, 2006-2011 Civic and Civic Hybrid, 2008-2010 Civic GX NGV, 2012-2015 Crosstour, 2007-2011 CR-V, 2009-2013 Fit, 2014 Fit EV, 2010-2014 Insight, and 2009-2015 Pilot vehicles. 

The vehicles are equipped with passenger frontal air bag inflators assembled as a recall remedy part or replacement service part, that may explode due to propellant degradation occurring after long-term exposure to high absolute humidity, temperature and temperature cycling.","An inflator explosion may result in sharp metal fragments striking the driver or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the passenger frontal air bag inflator, free of charge.  The recall began August 12, 2019.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are F5F and Q5E.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","ACURA","TSX"
"Honda (American Honda Motor Co.)","18V042000",0,0,0,"EA15001","09/01/2018","AIR BAGS:FRONTAL:PASSENGER SIDE:INFLATOR MODULE","Honda (American Honda Motor Co.) is recalling certain 2010-2013 Acura TSX, ZDX, Honda Accord Crosstour, Fit, Insight and Pilot vehicles, 2011-13 Acura TSX Sportswagon, 2010-2012 Honda Accord,, 2010-2011 Honda Civic, Civic NGV, Civic Hybrid and CR-V vehicles and 2013 Honda FCX Clarity and Fit EV vehicles ever registered in the states of Alabama, California, Florida, Georgia, Hawaii, Louisiana, Mississippi, South Carolina, Texas, Puerto Rico, American Samoa, Guam, the Northern Mariana Islands (Saipan), and the U.S. Virgin Islands or ""Zone A.""

Additionally, Honda is recalling certain 2010-2012 Acura TSX, Honda Accord, Accord Crosstour, Fit and Pilot, 2010-2011 Honda Civic, Civic NGV, Civic Hybrid and CR-V, and 2010 Acura ZDX and Honda Insight vehicles ever registered in the states of Arizona, Arkansas, Delaware, District of Columbia, Illinois, Indiana, Kansas, Kentucky, Maryland, Missouri, Nebraska, Nevada, New Jersey, New Mexico, North Carolina, Ohio, Oklahoma, Pennsylvania, Tennessee, Virginia, and West Virginia or ""Zone B.""

Unless included in Zones A or B above, Honda is recalling certain 2009 Acura TSX, Honda Accord, Civic, Civic NGV, Civic Hybrid, CR-V, Fit, and Pilot vehicles ever registered in the states of Alaska, Colorado, Connecticut, Idaho, Iowa, Maine, Massachusetts, Michigan, Minnesota, Montana, New Hampshire, New York, North Dakota, Oregon, Rhode Island, South Dakota, Utah, Vermont, Washington, Wisconsin, and Wyoming or ""Zone C.""

These vehicles are equipped with certain air bag inflators assembled as part of the frontal air bag modules, and used as original equipment or replacement equipment (such as after a vehicle crash necessitating replacement of the original air bags), may explode due to propellant degradation occurring after long-term exposure to higher absolute humidity, temperature and temperature cycling.","An inflator explosion may result in sharp metal fragments striking the driver or other occupants resulting in serious injury or death.","Honda will notify owners, and dealers will replace the passenger frontal air bag inflator, free of charge.  The recall began February 16, 2018.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are B0K and L0J.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","ACURA","TSX"
"Airstream, Inc.","13V632000",0,0,0,,"18/12/2013","UNKNOWN OR OTHER","Airstream, Inc. (Airstream) is recalling 2013-2014 Airstream Interstate recereational vehicles manufactured August 2012 through October 2013.  In the affected vehicles, the installation of the propane tank and the regulator may damage the regulator, allowing propane to escape out of the safety release vent if it experiences an over pressurized condition.","If the vehicle is parked in an enclosed storage area, in the presence of an ignition source, the escaping propane can collect and potentially cause a fire and or explosion to occur.","Airstream will notify owners, and dealers will replace the regulator on the propane tank, free of charge.  The recall began on February 4, 2014.  Owners may contact the Airstream Warranty/Service Department by phone at 1-937-596-6111.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","AIRSTREAM","INTERSTATE"
"Airstream, Inc.","12V596000",0,0,0,,"20/12/2012","ELECTRICAL SYSTEM","Airstream is recalling certain model year 2008-2013 Interstate motorhomes manufactured August 2007, through December 2012 and equipped with the rear sofa floor plan.  The electrical equipment underneath the sofa may come in contact with the seat belt buckle or metal cables from the seat.","If the metal sofa components come in contact with the electrical components, electrical arcing could occur.  Arcing may lead to a vehicle fire.","Airstream will notify owners, and dealers will install a cover over the electrical components, free of charge. The recall is expected to begin by late January 2013.  Owners may contact Airstream at 1-877-596-6111.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","AIRSTREAM","INTERSTATE"
"ALUMA/KLM","16V573000",0,0,0,,"02/08/2016","SUSPENSION:REAR:AXLE:NON-POWERED AXLE ASSEMBLY","Aluma/KLM is recalling certain model year 2011-2015 8605T, 8610T, and 8612T trailers manufactured January 1, 2011, to October 30, 2015.  The affected trailers may have misaligned axle mounts, possibly resulting in the axle mounts detaching from the trailer.","If the axle mounts separate, there could be a loss of control, increasing the risk of a crash.","Aluma/KLM will notify owners, and dealers will inspect the axle mount alignment, repairing it as necessary.  Additionally, flat straps will be retrofitted to the axle mounts.  These repairs will be performed free of charge.  The recall began on September 30, 2016.  Owners may contact Aluma/KLM customer service at 1-866-415-3285.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","ALUMA KLM","8612T"
"Eldorado National- Kansas","13V274000",0,0,0,,"27/06/2013","SUSPENSION:REAR:SHOCK ABSORBER","Eldorado National-Kansas (ENK) is recalling certain model year 2011-2013 Amerivan Toyota Sienna vans manufactured February 17, 2011, through June 25, 2013.  The fuel filler neck may contact the left rear shock absorber. This could damage the fuel filler neck.","If the shock makes contact with the fuel filler neck, it could damage the neck allowing it to leak gasoline vapors and result in a fire or explosion causing personal injury.","ENK will notify owners, and dealers will relocate the shock absorbers and add a spacer, free of charge.  The recall began on July 12, 2013.  Owners may contact Eldorado National-Kansas at 1-800-955-9086.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","AMERIVAN","TOYOTA SIENNA"
"Northwood Manufacturing, Inc.","13V510000",0,0,0,"EQ13006","17/10/2013","LATCHES/LOCKS/LINKAGES","Northwood Manufacturing, Inc. (Northwood) is recalling certain model year 2007-2014 Arctic Fox, Nash, and Desert Fox, model year 2011-2012 Fox Creek and model year 2011-2014 Fox Mountain, Snow River and Wolf Creek trailers, fifth wheels, toy haulers and pickup campers equipped with Fastec-brand door locks.  It may be possible to remove the key from the lock in a way that potentially jams the deadbolt.","If the deadbolt jams, the interior side of the door lock may also jam.  A person inside the travel trailer at the time will then be locked in and be unable to exit the vehicle without using the emergency exit, increasing the risk of injury.","Northwood will notify owners, and Fastec will coordinate the inspection and replacement of the cylinders, as needed, free of charge.  The recall began on December 4, 2013.  Owners may contact Northwood Manufacturing at 1-541-962-6274 or Fastec at 1-800-837-2505.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","ARCTIC FOX","TRAVEL TRAILER"
"Arising Industries, Inc.","13V423000",0,0,0,"EQ13006","13/09/2013","LATCHES/LOCKS/LINKAGES","Arising Industries, Inc. (Arising Industries) is recalling certain model year 2008-2013 cargo trailers equipped with a Fastec-brand door lock.  It may be possible to remove the key from the lock in a way that potentially jams the deadbolt.","If the deadbolt jams, the interior side of the door lock may also jam.  A person inside the travel trailer at the time will then be locked in and be unable to exit the vehicle without using the emergency exit, increasing the risk of injury.","Arising Industries will notify owners, and Fastec will coordinate the inspection and replacement of the cylinders, as needed, free of charge.  The recall began on January 21, 2014.  Owners may contact Arising at 1-912-375-6044 or Fastec at 1-800-837-2505.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.","2013","ARISING","CARGO TRAILER"
